"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL212911";"";"None";"460.57";"1";"6.04";"1, 20";"CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1";"IC50";"'='";"4257.0";"nM";"5.37";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL38943";"GW501516";"2.0";"453.51";"1";"6.20";"88";"Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL237485";"";"None";"507.38";"2";"5.98";"25";"Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Br)ccc4[nH]3)c2)ccc1CCC(=O)O";"IC50";"'='";"7464.49";"nM";"5.13";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL234587";"";"None";"486.51";"1";"7.01";"85";"Cc1cc2c(CC(=O)O)csc2cc1OCc1ccccc1COc1ccc(C(F)(F)F)cc1";"IC50";"'='";"4677.35";"nM";"5.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL2037082";"";"None";"445.52";"1";"5.46";"107";"CCCc1cc(-c2ccccc2)ccc1OCCCOc1cccc([C@@H]2OC(=O)NC2=O)c1";"IC50";"'='";"2642.41";"nM";"5.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL23296";"";"None";"487.93";"1";"6.64";"109";"CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL495506";"";"None";"450.52";"0";"3.69";"2";"Cc1cccc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc4C3)c2)c1C(=O)O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1001152";"Displacement of radiolabeled ligand from human PPARalpha by competition-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL484465";"";"None";"450.52";"0";"3.69";"9";"Cc1cccc(C(=O)O)c1NC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1001152";"Displacement of radiolabeled ligand from human PPARalpha by competition-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL525552";"";"None";"464.50";"0";"4.15";"25";"COc1ccc2c(ccn2S(=O)(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c1";"IC50";"'='";"7943.28";"nM";"5.10";"";"";"UO_0000065";"10.98";"0.21";"0.95";"4.45";"0";"CHEMBL1001152";"Displacement of radiolabeled ligand from human PPARalpha by competition-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL496116";"";"None";"464.50";"0";"4.15";"28";"COc1ccc2ccn(S(=O)(=O)c3cccc(C(=O)Nc4ccc(C)cc4C(=O)O)c3)c2c1";"IC50";"'='";"3981.07";"nM";"5.40";"";"";"UO_0000065";"11.63";"0.22";"1.25";"4.71";"0";"CHEMBL1001152";"Displacement of radiolabeled ligand from human PPARalpha by competition-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL497991";"";"None";"484.92";"0";"4.49";"35";"COc1ccc2ccn(S(=O)(=O)c3cccc(C(=O)Nc4ccc(Cl)cc4C(=O)O)c3)c2c1";"IC50";"'='";"1584.89";"nM";"5.80";"";"";"UO_0000065";"11.96";"0.24";"1.31";"5.06";"0";"CHEMBL1001152";"Displacement of radiolabeled ligand from human PPARalpha by competition-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL356170";"";"None";"451.57";"0";"4.48";"16";"CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(C(C)c2ccccc2)c1=O";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"14.74";"0.28";"2.18";"7.71";"0";"CHEMBL765406";"Inhibitory activity against human Peroxisome proliferator activated receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145902";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL149438";"";"None";"443.59";"0";"4.45";"17";"CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(CC2CCCCC2)c1=O";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"14.88";"0.28";"2.15";"7.65";"0";"CHEMBL765406";"Inhibitory activity against human Peroxisome proliferator activated receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145902";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL430970";"";"None";"553.68";"2";"7.97";"24";"CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL760263";"In vitro binding affinity against human PPAR alpha (peroxisome proliferator-activated alpha receptor)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136397";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL464982";"GAMOLENIC ACID";"4.0";"278.44";"1";"5.66";"13";"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"23.59";"0.45";"0.91";"17.61";"1";"CHEMBL3069175";"Displacement of [3H]GW2331 from Homo sapiens (human) PPARalpha receptor by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046720";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";""
"CHEMBL46403";"STEARIC ACID";"-1.0";"284.48";"1";"6.33";"5";"CCCCCCCCCCCCCCCCCC(=O)O";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"20.95";"0.41";"-0.37";"15.97";"0";"CHEMBL3069175";"Displacement of [3H]GW2331 from Homo sapiens (human) PPARalpha receptor by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046720";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";""
"CHEMBL1173380";"ERUCIC ACID";"None";"338.58";"1";"7.67";"Erucic acid";"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3055183";"Inhibition of PPAR-alpha (unknown origin) by SPA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046324";"1";"Scientific Literature";"Med Chem Res";"2009";"None";"";"";""
"CHEMBL8659";"OLEIC ACID";"2.0";"282.47";"1";"6.11";"SID26732603";"CCCCCCCC/C=C\CCCCCCCC(=O)O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"22.03";"0.42";"0.11";"16.68";"1";"CHEMBL3069175";"Displacement of [3H]GW2331 from Homo sapiens (human) PPARalpha receptor by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046720";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";""
"CHEMBL3264919";"";"None";"618.80";"2";"5.25";"2";"CCn1c(CCCc2ccc(OC(C)(C)C(=O)NS(=O)(=O)c3ccccc3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O";"IC50";"'='";"2.7";"nM";"8.57";"";"";"UO_0000065";"13.85";"0.27";"3.32";"7.63";"0";"CHEMBL3269597";"Antagonist activity at human PPAR-alpha assessed as inhibition of GW7647-induced effect after overnight incubation by cell-based luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259631";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL1760266";"";"None";"535.58";"2";"6.39";"2";"Cc1cc(S(=O)(=O)N(CCC(C)C)c2cccc(-c3ccc(C(F)(F)F)cc3)c2)ccc1OCC(=O)O";"IC50";"'='";"15848.93";"nM";"4.80";"";"";"UO_0000065";"8.96";"0.18";"-1.59";"5.72";"0";"CHEMBL1764898";"Displacement of [3H]GW 2433 from human PPARalpha by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1760401";"";"None";"554.47";"2";"6.96";"19";"CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(F)c1Cl";"IC50";"'='";"12589.25";"nM";"4.90";"";"";"UO_0000065";"8.84";"0.19";"-2.06";"5.84";"0";"CHEMBL1764898";"Displacement of [3H]GW 2433 from human PPARalpha by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1760410";"";"None";"584.06";"2";"7.32";"28";"Cc1c(-c2ccc(Cl)cc2)cccc1N(CCCC(F)(F)F)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C";"IC50";"'='";"19952.62";"nM";"4.70";"";"";"UO_0000065";"8.05";"0.16";"-2.62";"5.60";"0";"CHEMBL1764898";"Displacement of [3H]GW 2433 from human PPARalpha by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1808553";"";"None";"441.00";"0";"4.57";"4d";"CC(C)C(Sc1nc2cc(Cl)ccc2s1)C(=O)NS(=O)(=O)c1ccccc1";"IC50";"'='";"27900.0";"nM";"4.55";"";"";"UO_0000065";"10.33";"0.23";"-0.02";"5.98";"0";"CHEMBL1809825";"Antagonist activity at PPARalpha ligand binding domain expressed in HEK293 cells co-expressing GAL4 assessed as inhibition of GW7647-induced transactivation activity after 18 hrs by dual-luciferase assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806398";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";""
"CHEMBL3264918";"";"None";"635.68";"2";"7.32";"1, GW-6471";"CCOC(=O)NC[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)N/C(C)=C\C(=O)c1ccc(C(F)(F)F)cc1";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"10.41";"0.20";"-0.70";"6.45";"0";"CHEMBL3269596";"Antagonist activity at human PPAR-alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259631";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL3264928";"";"None";"622.79";"1";"4.62";"16";"CCn1c(CCCc2ccc(OC(C)(C)C(=O)NS(=O)(=O)C3=CCOC=C3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O";"IC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"11.84";"0.23";"2.76";"6.07";"0";"CHEMBL3269597";"Antagonist activity at human PPAR-alpha assessed as inhibition of GW7647-induced effect after overnight incubation by cell-based luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259631";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL3264936";"";"None";"714.93";"2";"8.73";"37";"CCn1c(CCCc2ccc(-c3ccc(NS(=O)(=O)c4ccc(-c5ccc(OC)cc5)cc4)cc3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"7.44";"0.14";"-3.41";"5.59";"0";"CHEMBL3269597";"Antagonist activity at human PPAR-alpha assessed as inhibition of GW7647-induced effect after overnight incubation by cell-based luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259631";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL255930";"";"None";"552.55";"2";"5.46";"4h";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)cc1";"IC50";"'='";"740.0";"nM";"6.13";"";"";"UO_0000065";"11.10";"0.21";"0.67";"6.04";"0";"CHEMBL3399109";"Binding affinity to PPARalpha (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";""
"CHEMBL149438";"";"None";"443.59";"0";"4.45";"12";"CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(CC2CCCCC2)c1=O";"IC50";"'='";"250.03";"nM";"6.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL237520";"";"None";"523.45";"2";"6.26";"13";"Cc1cc(Oc2ccc(F)c(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O";"IC50";"'='";"384.0";"nM";"6.42";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL215701";"";"None";"468.98";"1";"6.95";"17";"CCc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2Oc2ccccc2)ccc1CCC(=O)O";"IC50";"'='";"6934.26";"nM";"5.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL474149";"";"None";"479.54";"1";"5.75";"2c";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2cn(-c3ccccc3)nc2C(=O)O)c1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"14.29";"0.26";"1.10";"7.58";"0";"CHEMBL953555";"Binding affinity to PPARalpha by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153276";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL473953";"";"None";"479.54";"1";"5.75";"2e";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2c(C(=O)O)cnn2-c2ccccc2)cc1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL953555";"Binding affinity to PPARalpha by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153276";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL237307";"";"None";"519.49";"2";"6.43";"8";"Cc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc1Oc1ccc(OC(C)(C)C(=O)O)c(C)c1";"IC50";"'='";"187.93";"nM";"6.73";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL237306";"";"None";"463.53";"1";"5.28";"22";"COc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1";"IC50";"'='";"4197.59";"nM";"5.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL236875";"";"None";"515.53";"2";"6.54";"27";"CCc1cc(C(F)(F)F)ccc1C(=O)NCc1cccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1";"IC50";"'='";"1127.2";"nM";"5.95";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL495905";"";"None";"513.37";"1";"4.90";"142";"Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4c(Br)cccc43)c2)c(C(=O)O)c1";"IC50";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL1671971";"";"None";"420.37";"0";"4.70";"29";"COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F";"IC50";"'>'";"15000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1679906";"Antagonist activity at human PPARalpha LBD by cell based luciferase reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671812";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
"CHEMBL241286";"";"None";"439.58";"1";"5.93";"99";"CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cscn2)c1";"IC50";"'='";"4102.04";"nM";"5.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL3828232";"";"None";"462.86";"0";"4.67";"5";"COC(=O)N(CC(=O)O)Cc1ccc(F)c(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1";"IC50";"'='";"1563.0";"nM";"5.81";"";"";"UO_0000065";"12.54";"0.25";"1.14";"5.69";"0";"CHEMBL3830346";"Binding affinity to human GST-tagged PPAR-alpha LBD expressed in Escherichia coli BL21 (DE3) PlysS after 30 mins in presence of fluorescein ligand FLA-A by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826929";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";"";""
"CHEMBL121";"ROSIGLITAZONE";"4.0";"357.44";"0";"2.49";"Rosiglitazone";"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1035293";"Inhibition of human PPARalpha receptor by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158459";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
